"Population"	"Environment"	"Replicate"	"Generation"	"Yield"	"Group"	"Relative_Yield"
"EvoE"	"Ethanol"	"R1"	300	0.7499	"EvoE_R1"	1.124082027
"EvoE"	"Ethanol"	"R1"	300	0.6839	"EvoE_R1"	1.025149618
"EvoE"	"Ethanol"	"R1"	300	0.6749	"EvoE_R1"	1.011658835
"EvoE"	"Ethanol"	"R1"	300	0.6509	"EvoE_R1"	0.975683413
"EvoE"	"Ethanol"	"R1"	300	0.6739	"EvoE_R1"	1.010159859
"EvoE"	"Ethanol"	"R2"	300	0.7189	"EvoE_R2"	1.077613774
"EvoE"	"Ethanol"	"R2"	300	0.7299	"EvoE_R2"	1.094102509
"EvoE"	"Ethanol"	"R2"	300	0.7339	"EvoE_R2"	1.100098413
"EvoE"	"Ethanol"	"R2"	300	0.7429	"EvoE_R2"	1.113589196
"EvoE"	"Ethanol"	"R2"	300	0.7569	"EvoE_R2"	1.134574858
"EvoE"	"Ethanol"	"R3"	300	0.8189	"EvoE_R3"	1.227511364
"EvoE"	"Ethanol"	"R3"	300	0.7979	"EvoE_R3"	1.19603287
"EvoE"	"Ethanol"	"R3"	300	0.7689	"EvoE_R3"	1.152562569
"EvoE"	"Ethanol"	"R3"	300	0.7579	"EvoE_R3"	1.136073834
"EvoE"	"Ethanol"	"R3"	300	0.7509	"EvoE_R3"	1.125581003
"EvoE"	"Ethanol"	"R4"	300	0.6729	"EvoE_R4"	1.008660883
"EvoE"	"Ethanol"	"R4"	300	0.6759	"EvoE_R4"	1.013157811
"EvoE"	"Ethanol"	"R4"	300	0.6879	"EvoE_R4"	1.031145521
"EvoE"	"Ethanol"	"R4"	300	0.7119	"EvoE_R4"	1.067120943
"EvoE"	"Ethanol"	"R4"	300	0.7139	"EvoE_R4"	1.070118895
"EvoE"	"Ethanol"	"R1"	100	0.7984	"EvoE_R1"	1.196782358
"EvoE"	"Ethanol"	"R1"	100	0.7884	"EvoE_R1"	1.181792599
"EvoE"	"Ethanol"	"R1"	100	0.7904	"EvoE_R1"	1.184790551
"EvoE"	"Ethanol"	"R1"	100	0.7624	"EvoE_R1"	1.142819226
"EvoE"	"Ethanol"	"R1"	100	0.7404	"EvoE_R1"	1.109841756
"EvoE"	"Ethanol"	"R2"	100	0.8184	"EvoE_R2"	1.226761876
"EvoE"	"Ethanol"	"R2"	100	0.7944	"EvoE_R2"	1.190786455
"EvoE"	"Ethanol"	"R2"	100	0.8784	"EvoE_R2"	1.31670043
"EvoE"	"Ethanol"	"R2"	100	0.8624	"EvoE_R2"	1.292716816
"EvoE"	"Ethanol"	"R2"	100	0.8754	"EvoE_R2"	1.312203503
"EvoE"	"Ethanol"	"R3"	100	0.9044	"EvoE_R3"	1.355673804
"EvoE"	"Ethanol"	"R3"	100	0.7854	"EvoE_R3"	1.177295672
"EvoE"	"Ethanol"	"R3"	100	0.8464	"EvoE_R3"	1.268733201
"EvoE"	"Ethanol"	"R3"	100	0.8384	"EvoE_R3"	1.256741394
"EvoE"	"Ethanol"	"R3"	100	0.7954	"EvoE_R3"	1.192285431
"EvoE"	"Ethanol"	"R4"	100	0.7874	"EvoE_R4"	1.180293623
"EvoE"	"Ethanol"	"R4"	100	0.7404	"EvoE_R4"	1.109841756
"EvoE"	"Ethanol"	"R4"	100	0.8164	"EvoE_R4"	1.223763924
"EvoE"	"Ethanol"	"R4"	100	0.7774	"EvoE_R4"	1.165303864
"EvoE"	"Ethanol"	"R4"	100	0.7844	"EvoE_R4"	1.175796696
"EvoE"	"Ethanol"	"R1"	500	0.8934	"EvoE_R1"	1.339185069
"EvoE"	"Ethanol"	"R1"	500	0.8824	"EvoE_R1"	1.322696334
"EvoE"	"Ethanol"	"R1"	500	0.8524	"EvoE_R1"	1.277727057
"EvoE"	"Ethanol"	"R2"	500	0.8414	"EvoE_R2"	1.261238322
"EvoE"	"Ethanol"	"R2"	500	0.8164	"EvoE_R2"	1.223763924
"EvoE"	"Ethanol"	"R2"	500	0.8444	"EvoE_R2"	1.26573525
"EvoE"	"Ethanol"	"R2"	500	0.8194	"EvoE_R2"	1.228260852
"EvoE"	"Ethanol"	"R2"	500	0.8634	"EvoE_R2"	1.294215792
"EvoE"	"Ethanol"	"R3"	500	0.8834	"EvoE_R3"	1.32419531
"EvoE"	"Ethanol"	"R3"	500	0.8334	"EvoE_R3"	1.249246515
"EvoE"	"Ethanol"	"R3"	500	0.7814	"EvoE_R3"	1.171299768
"EvoE"	"Ethanol"	"R3"	500	0.7544	"EvoE_R3"	1.130827419
"EvoE"	"Ethanol"	"R3"	500	0.7564	"EvoE_R3"	1.133825371
"EvoE"	"Ethanol"	"R4"	500	0.7614	"EvoE_R4"	1.14132025
"EvoE"	"Ethanol"	"R4"	500	0.7894	"EvoE_R4"	1.183291575
"EvoE"	"Ethanol"	"R4"	500	0.8364	"EvoE_R4"	1.253743442
"EvoE"	"Ethanol"	"R4"	500	0.8274	"EvoE_R4"	1.240252659
"EvoE"	"Ethanol"	"R4"	500	0.8364	"EvoE_R4"	1.253743442
"EvoE"	"Ethanol"	"R1"	700	0.775053333	"EvoE_R1"	1.161786267
"EvoE"	"Ethanol"	"R1"	700	0.792053333	"EvoE_R1"	1.187268857
"EvoE"	"Ethanol"	"R1"	700	0.788053333	"EvoE_R1"	1.181272954
"EvoE"	"Ethanol"	"R1"	700	0.820053333	"EvoE_R1"	1.229240183
"EvoE"	"Ethanol"	"R1"	700	0.862053333	"EvoE_R1"	1.29219717
"EvoE"	"Ethanol"	"R1"	1000	0.712	"EvoE_R1"	1.067270841
"EvoE"	"Ethanol"	"R1"	1000	0.7	"EvoE_R1"	1.04928313
"EvoE"	"Ethanol"	"R1"	1000	0.667	"EvoE_R1"	0.999816925
"EvoE"	"Ethanol"	"R1"	1000	0.676	"EvoE_R1"	1.013307708
"EvoE"	"Ethanol"	"R1"	1000	0.631	"EvoE_R1"	0.945853793
"EvoE"	"Ethanol"	"R2"	700	0.8884	"EvoE_R2"	1.331690189
"EvoE"	"Ethanol"	"R2"	700	0.9274	"EvoE_R2"	1.390150249
"EvoE"	"Ethanol"	"R2"	700	0.7654	"EvoE_R2"	1.147316154
"EvoE"	"Ethanol"	"R2"	700	0.9994	"EvoE_R2"	1.498076514
"EvoE"	"Ethanol"	"R2"	700	0.8814	"EvoE_R2"	1.321197358
"EvoE"	"Ethanol"	"R2"	1000	1.011493333	"EvoE_R2"	1.516204129
"EvoE"	"Ethanol"	"R2"	1000	1.008493333	"EvoE_R2"	1.511707201
"EvoE"	"Ethanol"	"R2"	1000	0.959493333	"EvoE_R2"	1.438257382
"EvoE"	"Ethanol"	"R2"	1000	1.000493333	"EvoE_R2"	1.499715394
"EvoE"	"Ethanol"	"R2"	1000	1.048493333	"EvoE_R2"	1.571666237
"EvoE"	"Ethanol"	"R3"	700	0.63984	"EvoE_R3"	0.95910474
"EvoE"	"Ethanol"	"R3"	700	0.67684	"EvoE_R3"	1.014566848
"EvoE"	"Ethanol"	"R3"	700	0.68984	"EvoE_R3"	1.034053535
"EvoE"	"Ethanol"	"R3"	700	0.62984	"EvoE_R3"	0.944114981
"EvoE"	"Ethanol"	"R3"	700	0.68284	"EvoE_R3"	1.023560703
"EvoE"	"Ethanol"	"R3"	1000	0.79156	"EvoE_R3"	1.186529363
"EvoE"	"Ethanol"	"R3"	1000	0.75356	"EvoE_R3"	1.129568279
"EvoE"	"Ethanol"	"R3"	1000	0.69256	"EvoE_R3"	1.038130749
"EvoE"	"Ethanol"	"R3"	1000	0.69656	"EvoE_R3"	1.044126653
"EvoE"	"Ethanol"	"R3"	1000	0.73656	"EvoE_R3"	1.104085689
"EvoE"	"Ethanol"	"R4"	700	0.62492	"EvoE_R4"	0.936740019
"EvoE"	"Ethanol"	"R4"	700	0.66592	"EvoE_R4"	0.998198031
"EvoE"	"Ethanol"	"R4"	700	0.64092	"EvoE_R4"	0.960723634
"EvoE"	"Ethanol"	"R4"	700	0.61492	"EvoE_R4"	0.92175026
"EvoE"	"Ethanol"	"R4"	700	0.75292	"EvoE_R4"	1.128608934
"EvoE"	"Ethanol"	"R4"	1000	0.647773333	"EvoE_R4"	0.970996615
"EvoE"	"Ethanol"	"R4"	1000	0.431773333	"EvoE_R4"	0.64721782
"EvoE"	"Ethanol"	"R4"	1000	0.415773333	"EvoE_R4"	0.623234206
"EvoE"	"Ethanol"	"R4"	1000	0.368773333	"EvoE_R4"	0.552782339
"EvoE"	"Ethanol"	"R4"	1000	0.683773333	"EvoE_R4"	1.024959747
"EvoE"	"Ethanol"	"R0"	0	0.643192	"EvoE_R0"	0.964129307
"EvoE"	"Ethanol"	"R0"	0	0.686192	"EvoE_R0"	1.028585271
"EvoE"	"Ethanol"	"R0"	0	0.659192	"EvoE_R0"	0.988112921
"EvoE"	"Ethanol"	"R0"	0	0.862192	"EvoE_R0"	1.292405029
"EvoE"	"Ethanol"	"R0"	0	0.572192	"EvoE_R0"	0.857702018
"EvoE"	"Ethanol"	"R0"	0	0.684192	"EvoE_R0"	1.025587319
"EvoE"	"Ethanol"	"R0"	0	0.678192	"EvoE_R0"	1.016593463
"EvoE"	"Ethanol"	"R0"	0	0.732192	"EvoE_R0"	1.097538162
"EvoE"	"Ethanol"	"R0"	0	0.774192	"EvoE_R0"	1.16049515
"EvoE"	"Ethanol"	"R0"	0	0.675192	"EvoE_R0"	1.012096536
"EvoE"	"Ethanol"	"R0"	0	0.602192	"EvoE_R0"	0.902671295
"EvoE"	"Ethanol"	"R0"	0	0.642192	"EvoE_R0"	0.962630331
"EvoE"	"Ethanol"	"R0"	0	0.520192	"EvoE_R0"	0.779755271
"EvoE"	"Ethanol"	"R0"	0	0.669192	"EvoE_R0"	1.00310268
"EvoE"	"Ethanol"	"R0"	0	0.613192	"EvoE_R0"	0.91916003
"EvoE"	"Ethanol"	"R0"	0	0.854192	"EvoE_R0"	1.280413222
"EvoE"	"Ethanol"	"R0"	0	0.589192	"EvoE_R0"	0.883184608
"EvoE"	"Ethanol"	"R0"	0	0.868192	"EvoE_R0"	1.301398884
"EvoE"	"Ethanol"	"R0"	0	0.859192	"EvoE_R0"	1.287908101
"EvoE"	"Ethanol"	"R0"	0	0.677192	"EvoE_R0"	1.015094487
"EvoE"	"Ethanol"	"R0"	0	0.779192	"EvoE_R0"	1.167990029
"EvoE"	"Ethanol"	"R0"	0	0.057192	"EvoE_R0"	0.08572943
"EvoE"	"Ethanol"	"R0"	0	0.563192	"EvoE_R0"	0.844211235
"EvoE"	"Ethanol"	"R0"	0	0.622192	"EvoE_R0"	0.932650813
"EvoE"	"Ethanol"	"R0"	0	0.673192	"EvoE_R0"	1.009098584
"EvoE"	"Ethanol"	"R0"	0	0.632192	"EvoE_R0"	0.947640572
"EvoE"	"Ethanol"	"R0"	0	0.689192	"EvoE_R0"	1.033082198
"EvoE"	"Ethanol"	"R0"	0	0.616192	"EvoE_R0"	0.923656958
"EvoE"	"Ethanol"	"R0"	0	0.631192	"EvoE_R0"	0.946141596
"EvoE"	"Ethanol"	"R0"	0	0.627192	"EvoE_R0"	0.940145692
"EvoE"	"Ethanol"	"R0"	0	0.689192	"EvoE_R0"	1.033082198
"EvoE"	"Ethanol"	"R0"	0	0.666192	"EvoE_R0"	0.998605753
"EvoE"	"Ethanol"	"R0"	0	0.688192	"EvoE_R0"	1.031583222
"EvoE"	"Ethanol"	"R0"	0	0.573192	"EvoE_R0"	0.859200994
"EvoE"	"Ethanol"	"R0"	0	0.568192	"EvoE_R0"	0.851706114
"EvoE"	"Ethanol"	"R0"	0	0.531192	"EvoE_R0"	0.796244006
"EvoE"	"Ethanol"	"R0"	0	0.912192	"EvoE_R0"	1.367353824
"EvoE"	"Ethanol"	"R0"	0	0.714192	"EvoE_R0"	1.070556596
"EvoE"	"Ethanol"	"R0"	0	0.607192	"EvoE_R0"	0.910166174
"EvoE"	"Ethanol"	"R0"	0	0.756192	"EvoE_R0"	1.133513584
"EvoE"	"Ethanol"	"R0"	0	0.768192	"EvoE_R0"	1.151501294
"EvoE"	"Ethanol"	"R0"	0	0.503192	"EvoE_R0"	0.754272681
"EvoE"	"Ethanol"	"R0"	0	0.670192	"EvoE_R0"	1.004601656
"EvoE"	"Ethanol"	"R0"	0	0.450192	"EvoE_R0"	0.674826958
"EvoE"	"Ethanol"	"R0"	0	0.594192	"EvoE_R0"	0.890679488
"EvoE"	"Ethanol"	"R0"	0	0.408192	"EvoE_R0"	0.61186997
"EvoE"	"Ethanol"	"R0"	0	0.945192	"EvoE_R0"	1.416820029
"EvoE"	"Ethanol"	"R0"	0	0.937192	"EvoE_R0"	1.404828221
"EvoE"	"Ethanol"	"R0"	0	0.486192	"EvoE_R0"	0.728790091
"EvoE"	"Ethanol"	"R0"	0	0.438192	"EvoE_R0"	0.656839247
"EvoE"	"Ethanol"	"R0"	0	0.729192	"EvoE_R0"	1.093041234
"EvoE"	"Ethanol"	"R0"	0	0.674192	"EvoE_R0"	1.01059756
"EvoE"	"Ethanol"	"R0"	0	0.915192	"EvoE_R0"	1.371850752
"EvoE"	"Ethanol"	"R0"	0	0.586192	"EvoE_R0"	0.878687681
"EvoE"	"Ethanol"	"R0"	0	0.778192	"EvoE_R0"	1.166491053
"EvoE"	"Ethanol"	"R0"	0	0.576192	"EvoE_R0"	0.863697922
"EvoE"	"Ethanol"	"R0"	0	1.056192	"EvoE_R0"	1.583206353
"EvoE"	"Ethanol"	"R0"	0	0.746192	"EvoE_R0"	1.118523825
"EvoE"	"Ethanol"	"R0"	0	0.571192	"EvoE_R0"	0.856203042
"EvoE"	"Ethanol"	"R0"	0	0.735	"EvoE_R0"	1.101747286
"EvoL2"	"LiAc0.02"	"R2"	300	0.5818	"EvoL2_R2"	2.046630435
"EvoL2"	"LiAc0.02"	"R2"	300	0.5198	"EvoL2_R2"	1.828529564
"EvoL2"	"LiAc0.02"	"R2"	300	0.5608	"EvoL2_R2"	1.97275756
"EvoL2"	"LiAc0.02"	"R2"	300	0.5148	"EvoL2_R2"	1.810940784
"EvoL2"	"LiAc0.02"	"R2"	300	0.5948	"EvoL2_R2"	2.092361263
"EvoL2"	"LiAc0.02"	"R4"	300	0.5848	"EvoL2_R4"	2.057183703
"EvoL2"	"LiAc0.02"	"R4"	300	0.5818	"EvoL2_R4"	2.046630435
"EvoL2"	"LiAc0.02"	"R4"	300	0.5988	"EvoL2_R4"	2.106432287
"EvoL2"	"LiAc0.02"	"R4"	300	0.5948	"EvoL2_R4"	2.092361263
"EvoL2"	"LiAc0.02"	"R4"	300	0.5668	"EvoL2_R4"	1.993864095
"EvoL2"	"LiAc0.02"	"R5"	300	0.6798	"EvoL2_R5"	2.391370522
"EvoL2"	"LiAc0.02"	"R5"	300	0.6778	"EvoL2_R5"	2.38433501
"EvoL2"	"LiAc0.02"	"R5"	300	0.6638	"EvoL2_R5"	2.335086427
"EvoL2"	"LiAc0.02"	"R5"	300	0.6658	"EvoL2_R5"	2.342121939
"EvoL2"	"LiAc0.02"	"R5"	300	0.6648	"EvoL2_R5"	2.338604183
"EvoL2"	"LiAc0.02"	"R1"	700	0.328833333	"EvoL2_R1"	1.156755427
"EvoL2"	"LiAc0.02"	"R1"	700	0.385833333	"EvoL2_R1"	1.357267519
"EvoL2"	"LiAc0.02"	"R1"	700	0.518833333	"EvoL2_R1"	1.825129065
"EvoL2"	"LiAc0.02"	"R1"	700	0.579833333	"EvoL2_R1"	2.039712181
"EvoL2"	"LiAc0.02"	"R1"	700	0.586833333	"EvoL2_R1"	2.064336473
"EvoL2"	"LiAc0.02"	"R2"	700	0.589833333	"EvoL2_R2"	2.074889741
"EvoL2"	"LiAc0.02"	"R2"	700	0.584833333	"EvoL2_R2"	2.057300961
"EvoL2"	"LiAc0.02"	"R2"	700	0.594833333	"EvoL2_R2"	2.092478521
"EvoL2"	"LiAc0.02"	"R2"	700	0.586833333	"EvoL2_R2"	2.064336473
"EvoL2"	"LiAc0.02"	"R2"	700	0.528833333	"EvoL2_R2"	1.860306625
"EvoL2"	"LiAc0.02"	"R3"	700	0.440833333	"EvoL2_R3"	1.550744098
"EvoL2"	"LiAc0.02"	"R3"	700	0.640833333	"EvoL2_R3"	2.254295296
"EvoL2"	"LiAc0.02"	"R3"	700	0.678833333	"EvoL2_R3"	2.387970024
"EvoL2"	"LiAc0.02"	"R3"	700	0.686833333	"EvoL2_R3"	2.416112072
"EvoL2"	"LiAc0.02"	"R3"	700	0.682833333	"EvoL2_R3"	2.402041048
"EvoL2"	"LiAc0.02"	"R4"	700	0.512833333	"EvoL2_R4"	1.804022529
"EvoL2"	"LiAc0.02"	"R4"	700	0.516833333	"EvoL2_R4"	1.818093553
"EvoL2"	"LiAc0.02"	"R4"	700	0.519833333	"EvoL2_R4"	1.828646821
"EvoL2"	"LiAc0.02"	"R4"	700	0.518833333	"EvoL2_R4"	1.825129065
"EvoL2"	"LiAc0.02"	"R4"	700	0.511833333	"EvoL2_R4"	1.800504773
"EvoL2"	"LiAc0.02"	"R5"	700	0.478833333	"EvoL2_R5"	1.684418826
"EvoL2"	"LiAc0.02"	"R5"	700	0.712833333	"EvoL2_R5"	2.507573727
"EvoL2"	"LiAc0.02"	"R5"	700	0.737833333	"EvoL2_R5"	2.595517627
"EvoL2"	"LiAc0.02"	"R5"	700	0.735833333	"EvoL2_R5"	2.588482115
"EvoL2"	"LiAc0.02"	"R5"	700	0.730833333	"EvoL2_R5"	2.570893335
"EvoL2"	"LiAc0.02"	"R1"	300	0.099	"EvoL2_R1"	0.348257843
"EvoL2"	"LiAc0.02"	"R1"	300	0.429	"EvoL2_R1"	1.50911732
"EvoL2"	"LiAc0.02"	"R1"	300	0.27	"EvoL2_R1"	0.949794117
"EvoL2"	"LiAc0.02"	"R1"	300	0.411	"EvoL2_R1"	1.445797712
"EvoL2"	"LiAc0.02"	"R1"	300	0.502	"EvoL2_R1"	1.765913507
"EvoL2"	"LiAc0.02"	"R3"	300	0.544	"EvoL2_R3"	1.913659259
"EvoL2"	"LiAc0.02"	"R3"	300	0.583	"EvoL2_R3"	2.050851743
"EvoL2"	"LiAc0.02"	"R3"	300	0.626	"EvoL2_R3"	2.20211525
"EvoL2"	"LiAc0.02"	"R3"	300	0.575	"EvoL2_R3"	2.022709695
"EvoL2"	"LiAc0.02"	"R3"	300	0.345	"EvoL2_R3"	1.213625817
"EvoL2"	"LiAc0.02"	"R1"	100	0.6445	"EvoL2_R1"	2.267193736
"EvoL2"	"LiAc0.02"	"R1"	100	0.6485	"EvoL2_R1"	2.28126476
"EvoL2"	"LiAc0.02"	"R1"	100	0.6625	"EvoL2_R1"	2.330513344
"EvoL2"	"LiAc0.02"	"R1"	100	0.6555	"EvoL2_R1"	2.305889052
"EvoL2"	"LiAc0.02"	"R1"	100	0.6345	"EvoL2_R1"	2.232016176
"EvoL2"	"LiAc0.02"	"R2"	100	0.6685	"EvoL2_R2"	2.35161988
"EvoL2"	"LiAc0.02"	"R2"	100	0.6695	"EvoL2_R2"	2.355137636
"EvoL2"	"LiAc0.02"	"R2"	100	0.6825	"EvoL2_R2"	2.400868464
"EvoL2"	"LiAc0.02"	"R2"	100	0.6625	"EvoL2_R2"	2.330513344
"EvoL2"	"LiAc0.02"	"R2"	100	0.6785	"EvoL2_R2"	2.38679744
"EvoL2"	"LiAc0.02"	"R3"	100	0.6395	"EvoL2_R3"	2.249604956
"EvoL2"	"LiAc0.02"	"R3"	100	0.6565	"EvoL2_R3"	2.309406808
"EvoL2"	"LiAc0.02"	"R3"	100	0.6615	"EvoL2_R3"	2.326995588
"EvoL2"	"LiAc0.02"	"R3"	100	0.6495	"EvoL2_R3"	2.284782516
"EvoL2"	"LiAc0.02"	"R3"	100	0.6455	"EvoL2_R3"	2.270711492
"EvoL2"	"LiAc0.02"	"R4"	100	0.6085	"EvoL2_R4"	2.14055452
"EvoL2"	"LiAc0.02"	"R4"	100	0.5765	"EvoL2_R4"	2.027986329
"EvoL2"	"LiAc0.02"	"R4"	100	0.5885	"EvoL2_R4"	2.0701994
"EvoL2"	"LiAc0.02"	"R4"	100	0.6015	"EvoL2_R4"	2.115930228
"EvoL2"	"LiAc0.02"	"R4"	100	0.5905	"EvoL2_R4"	2.077234912
"EvoL2"	"LiAc0.02"	"R5"	100	0.6235	"EvoL2_R5"	2.19332086
"EvoL2"	"LiAc0.02"	"R5"	100	0.6265	"EvoL2_R5"	2.203874128
"EvoL2"	"LiAc0.02"	"R5"	100	0.6215	"EvoL2_R5"	2.186285348
"EvoL2"	"LiAc0.02"	"R5"	100	0.6125	"EvoL2_R5"	2.154625544
"EvoL2"	"LiAc0.02"	"R5"	100	0.5985	"EvoL2_R5"	2.10537696
"EvoL2"	"LiAc0.02"	"R1"	500	0.6355	"EvoL2_R1"	2.235533932
"EvoL2"	"LiAc0.02"	"R1"	500	0.6155	"EvoL2_R1"	2.165178812
"EvoL2"	"LiAc0.02"	"R1"	500	0.6035	"EvoL2_R1"	2.12296574
"EvoL2"	"LiAc0.02"	"R1"	500	0.6005	"EvoL2_R1"	2.112412472
"EvoL2"	"LiAc0.02"	"R1"	500	0.6075	"EvoL2_R1"	2.137036764
"EvoL2"	"LiAc0.02"	"R2"	500	0.6355	"EvoL2_R2"	2.235533932
"EvoL2"	"LiAc0.02"	"R2"	500	0.5405	"EvoL2_R2"	1.901347113
"EvoL2"	"LiAc0.02"	"R2"	500	0.5975	"EvoL2_R2"	2.101859204
"EvoL2"	"LiAc0.02"	"R2"	500	0.6105	"EvoL2_R2"	2.147590032
"EvoL2"	"LiAc0.02"	"R2"	500	0.5545	"EvoL2_R2"	1.950595697
"EvoL2"	"LiAc0.02"	"R3"	500	0.7135	"EvoL2_R3"	2.509918899
"EvoL2"	"LiAc0.02"	"R3"	500	0.6955	"EvoL2_R3"	2.446599291
"EvoL2"	"LiAc0.02"	"R3"	500	0.6865	"EvoL2_R3"	2.414939488
"EvoL2"	"LiAc0.02"	"R3"	500	0.6735	"EvoL2_R3"	2.36920866
"EvoL2"	"LiAc0.02"	"R3"	500	0.6885	"EvoL2_R3"	2.421975
"EvoL2"	"LiAc0.02"	"R5"	500	0.7725	"EvoL2_R5"	2.717466503
"EvoL2"	"LiAc0.02"	"R5"	500	0.7765	"EvoL2_R5"	2.731537527
"EvoL2"	"LiAc0.02"	"R5"	500	0.7615	"EvoL2_R5"	2.678771187
"EvoL2"	"LiAc0.02"	"R5"	500	0.7675	"EvoL2_R5"	2.699877723
"EvoL2"	"LiAc0.02"	"R5"	500	0.7405	"EvoL2_R5"	2.604898311
"EvoL2"	"LiAc0.02"	"R4"	500	0.516	"EvoL2_R4"	1.815162091
"EvoL2"	"LiAc0.02"	"R4"	500	0.53	"EvoL2_R4"	1.864410675
"EvoL2"	"LiAc0.02"	"R4"	500	0.53	"EvoL2_R4"	1.864410675
"EvoL2"	"LiAc0.02"	"R4"	500	0.523	"EvoL2_R4"	1.839786383
"EvoL2"	"LiAc0.02"	"R4"	500	0.497	"EvoL2_R4"	1.748324727
"EvoL2"	"LiAc0.02"	"R0"	0	0.273192	"EvoL2_R0"	0.961022795
"EvoL2"	"LiAc0.02"	"R0"	0	0.276192	"EvoL2_R0"	0.971576063
"EvoL2"	"LiAc0.02"	"R0"	0	0.244192	"EvoL2_R0"	0.859007871
"EvoL2"	"LiAc0.02"	"R0"	0	0.220192	"EvoL2_R0"	0.774581727
"EvoL2"	"LiAc0.02"	"R0"	0	0.219192	"EvoL2_R0"	0.771063971
"EvoL2"	"LiAc0.02"	"R0"	0	0.321192	"EvoL2_R0"	1.129875082
"EvoL2"	"LiAc0.02"	"R0"	0	0.273192	"EvoL2_R0"	0.961022795
"EvoL2"	"LiAc0.02"	"R0"	0	0.303192	"EvoL2_R0"	1.066555474
"EvoL2"	"LiAc0.02"	"R0"	0	0.278192	"EvoL2_R0"	0.978611575
"EvoL2"	"LiAc0.02"	"R0"	0	0.318192	"EvoL2_R0"	1.119321814
"EvoL2"	"LiAc0.02"	"R0"	0	0.304192	"EvoL2_R0"	1.07007323
"EvoL2"	"LiAc0.02"	"R0"	0	0.298192	"EvoL2_R0"	1.048966694
"EvoL2"	"LiAc0.02"	"R0"	0	0.334192	"EvoL2_R0"	1.17560591
"EvoL2"	"LiAc0.02"	"R0"	0	0.382192	"EvoL2_R0"	1.344458198
"EvoL2"	"LiAc0.02"	"R0"	0	0.261192	"EvoL2_R0"	0.918809723
"EvoL2"	"LiAc0.02"	"R0"	0	0.334192	"EvoL2_R0"	1.17560591
"EvoL2"	"LiAc0.02"	"R0"	0	0.242192	"EvoL2_R0"	0.851972359
"EvoL2"	"LiAc0.02"	"R0"	0	0.288192	"EvoL2_R0"	1.013789134
"EvoL2"	"LiAc0.02"	"R0"	0	0.317192	"EvoL2_R0"	1.115804058
"EvoL2"	"LiAc0.02"	"R0"	0	0.292192	"EvoL2_R0"	1.027860158
"EvoL2"	"LiAc0.02"	"R0"	0	0.332192	"EvoL2_R0"	1.168570398
"EvoL2"	"LiAc0.02"	"R0"	0	0.321192	"EvoL2_R0"	1.129875082
"EvoL2"	"LiAc0.02"	"R0"	0	0.236192	"EvoL2_R0"	0.830865823
"EvoL2"	"LiAc0.02"	"R0"	0	0.270192	"EvoL2_R0"	0.950469527
"EvoL2"	"LiAc0.02"	"R0"	0	0.261192	"EvoL2_R0"	0.918809723
"EvoL2"	"LiAc0.02"	"R0"	0	0.321192	"EvoL2_R0"	1.129875082
"EvoL2"	"LiAc0.02"	"R0"	0	0.281192	"EvoL2_R0"	0.989164843
"EvoL2"	"LiAc0.02"	"R0"	0	0.281192	"EvoL2_R0"	0.989164843
"EvoL2"	"LiAc0.02"	"R0"	0	0.272192	"EvoL2_R0"	0.957505039
"EvoL2"	"LiAc0.02"	"R0"	0	0.272192	"EvoL2_R0"	0.957505039
"EvoL2"	"LiAc0.02"	"R0"	0	0.329192	"EvoL2_R0"	1.15801713
"EvoL2"	"LiAc0.02"	"R0"	0	0.291192	"EvoL2_R0"	1.024342402
"EvoL2"	"LiAc0.02"	"R0"	0	0.297192	"EvoL2_R0"	1.045448938
"EvoL2"	"LiAc0.02"	"R0"	0	0.280192	"EvoL2_R0"	0.985647087
"EvoL2"	"LiAc0.02"	"R0"	0	0.259192	"EvoL2_R0"	0.911774211
"EvoL2"	"LiAc0.02"	"R0"	0	0.277192	"EvoL2_R0"	0.975093819
"EvoL2"	"LiAc0.02"	"R0"	0	0.296192	"EvoL2_R0"	1.041931182
"EvoL2"	"LiAc0.02"	"R0"	0	0.287192	"EvoL2_R0"	1.010271378
"EvoL2"	"LiAc0.02"	"R0"	0	0.305192	"EvoL2_R0"	1.073590986
"EvoL2"	"LiAc0.02"	"R0"	0	0.271192	"EvoL2_R0"	0.953987283
"EvoL2"	"LiAc0.02"	"R0"	0	0.255192	"EvoL2_R0"	0.897703187
"EvoL2"	"LiAc0.02"	"R0"	0	0.231192	"EvoL2_R0"	0.813277043
"EvoL2"	"LiAc0.02"	"R0"	0	0.289192	"EvoL2_R0"	1.01730689
"EvoL2"	"LiAc0.02"	"R0"	0	0.266192	"EvoL2_R0"	0.936398503
"EvoL2"	"LiAc0.02"	"R0"	0	0.265192	"EvoL2_R0"	0.932880747
"EvoL2"	"LiAc0.02"	"R0"	0	0.260192	"EvoL2_R0"	0.915291967
"EvoL2"	"LiAc0.02"	"R0"	0	0.303192	"EvoL2_R0"	1.066555474
"EvoL2"	"LiAc0.02"	"R0"	0	0.282192	"EvoL2_R0"	0.992682599
"EvoL2"	"LiAc0.02"	"R0"	0	0.250192	"EvoL2_R0"	0.880114407
"EvoL2"	"LiAc0.02"	"R0"	0	0.280192	"EvoL2_R0"	0.985647087
"EvoL2"	"LiAc0.02"	"R0"	0	0.324192	"EvoL2_R0"	1.14042835
